text,label
We were unable to process your latest subscription payment. Please update your billing details immediately to avoid interruption: forms.gle/verifyNow2026,1
"Hi all, reminder that the office will be closed next Friday for the holiday. Please plan your vendor accordingly.",0
"hey its me, stuck in a meeting rn, can u send a processing fee to this account for me real quick, will explain later, kinda urgent, need it by end of day",1
"Dear Customer, your subscription payment failed to process. To avoid service interruption, please update your billing information before your next payment: account-check-fast.net",1
"quick q, are we still doing the sprint review on Tuesday or did that move",0
"hey IT here, doing a quick password reset for everyone within 24 hours, just click this and set a new one: reset-account-secure.info",1
"As part of our transition to new infrastructure, please verify your account access before your next payment using the link below. verify-quick.com/action",1
"hey its me, stuck in a meeting rn, can u send $8.75 to this account for me real quick, will explain later, kinda urgent, need it immediately",1
"heyy u got a refund pending from ur last order, just confirm ur account info here within 3 days: verify-quick.com/action",1
"hey IT here, doing a quick password reset for everyone within 3 days, just click this and set a new one: account-check-fast.net",1
"hey can u send over the notes from todays logistics meeting, missed the first few mins",0
"hii ur subscription payment didnt go through, can u update ur card details here by tomorrow so it doesnt get cancelled: forms.gle/verifyNow2026",1
"Hi team, as part of this month's payroll reconciliation, please confirm your banking details through the linked form before your next payment. secure-update-portal.com",1
"yo the invoice bounced back, can u just resend ur bank details here so i can push the payment thru before your next payment: portal-secure-access.net",1
This is our bank's fraud prevention team. Please verify your account details within 48 hours to avoid a temporary hold: forms.gle/verifyNow2026,1
"heyy u got a refund pending from ur last order, just confirm ur account info here within 48 hours: account-check-fast.net",1
We are processing a refund of $25 to your account. Please confirm your details within 48 hours via the secure form: secure-update-portal.com,1
"Dear Employee, please update your direct deposit information via the secure portal below by end of day. claim-now-fast.com",1
"yo the invoice bounced back, can u just resend ur bank details here so i can push the payment thru within 48 hours: portal-secure-access.net",1
"Dear All, the onboarding meeting has been rescheduled to next Friday at 10am. Calendar invite to follow.",0
hii can u forward me the engineering slides from last week when u get a sec,0
"Dear Employee, please update your direct deposit information via the secure portal below before your next payment. secure-update-portal.com",1
We were unable to process your latest subscription payment. Please update your billing details within 48 hours to avoid interruption: portal-secure-access.net,1
"hii ur subscription payment didnt go through, can u update ur card details here by end of day so it doesnt get cancelled: account-check-fast.net",1
Thank you for your interest in the position. Please complete the enrollment form within 24 hours to confirm your offer: secure-update-portal.com,1
We are processing a refund of a small fee to your account. Please confirm your details within 48 hours via the secure form: verify-quick.com/action,1
"Dear Colleagues, sharing the onboarding report a bit early this week since Tuesday is a holiday.",0
"Dear Colleagues, please see below for the updated hiring timeline following yesterday's discussion.",0
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity by tomorrow to avoid a lock: portal-secure-access.net",1
"Dear Employee, please update your direct deposit information via the secure portal below by end of day. verify-quick.com/action",1
"Hi, thanks for your patience while we resolved the client delay. Everything should be sorted by Friday.",0
"As part of the internship program's annual review, please complete your enrollment within 3 days to continue coverage. claim-now-fast.com",1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details immediately via: account-check-fast.net",1
"hey its Taylor from hr, quick one, benefits form needs updating within 48 hours, just fill this real quick: forms.gle/verifyNow2026",1
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details before friday via this form? secure-update-portal.com",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $25 before Friday: claim-now-fast.com",1
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form within 48 hours. This is mandatory for all employees: account-check-fast.net",1
yo marketing at the usual spot today? thinking around 1?,0
"Dear Finance Team, per the CEO's request during today's call, please process the attached wire transfer to our new supplier by end of day. Confirm once completed.",1
"Dear Team, attached are the training notes from today's sync. Action items are highlighted for each of you.",0
"As part of our ongoing security review, please reset your password by tomorrow using the secure link below: reset-account-secure.info",1
"Hi, this is Mark from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account by tomorrow. Details attached.",1
"Dear Team, please find attached the training summary for review ahead of next week's meeting. Let me know if you have questions.",0
"hii ur subscription payment didnt go through, can u update ur card details here within 48 hours so it doesnt get cancelled: portal-secure-access.net",1
"Dear Riya, thanks for your work on the hiring project this quarter, really appreciate the effort.",0
hii can u forward me the audit slides from last week when u get a sec,0
"As part of our transition to new infrastructure, please verify your account access by end of day using the link below. portal-secure-access.net",1
"hii ur subscription payment didnt go through, can u update ur card details here before your next payment so it doesnt get cancelled: account-check-fast.net",1
This is the payroll team delivery services. Your package is on hold due to an unpaid fee of $12.00. Please settle this by end of day: portal-secure-access.net,1
"Dear Customer, your subscription payment failed to process. To avoid service interruption, please update your billing information within 48 hours: portal-secure-access.net",1
This is the security team delivery services. Your package is on hold due to an unpaid fee of $8.75. Please settle this within 24 hours: secure-update-portal.com,1
This is Microsoft's fraud prevention team. Please verify your account details by tomorrow to avoid a temporary hold: claim-now-fast.com,1
"hey its me, stuck in a meeting rn, can u send $12.00 to this account for me real quick, will explain later, kinda urgent, need it by tomorrow",1
"hey Mark out sick today, can someone cover the onboarding standup",0
"ur package couldnt be delivered today, pls confirm ur address and pay $2.99 here before your next payment: secure-update-portal.com",1
"Dear Colleagues, please see below for the updated client timeline following yesterday's discussion.",0
"hey IT here, doing a quick password reset for everyone within 48 hours, just click this and set a new one: forms.gle/verifyNow2026",1
"hey saw a login alert from ur account just now, might wanna check this real quick by tomorrow: portal-secure-access.net",1
"Dear Team, following our recent security audit, all employees are required to reset their passwords immediately to remain compliant: portal-secure-access.net",1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form immediately: account-check-fast.net",1
We are pleased to inform you that you have been selected for our Skill Development Program with Finance. Kindly complete registration within 24 hours: secure-update-portal.com,1
"hey saw some weird activity on ur student account, might wanna verify ur login within 24 hours before it gets locked: account-check-fast.net",1
"Dear Team Member, the benefits team has detected a policy violation on your workstation. Please verify your credentials by tomorrow to avoid suspension: account-check-fast.net",1
Thank you for your interest in the position. Please complete the enrollment form before your next payment to confirm your offer: portal-secure-access.net,1
"Hi all, reminder that the office will be closed next Thursday for the holiday. Please plan your quarterly accordingly.",0
We are pleased to inform you that you have been selected for our Skill Development Program with Microsoft. Kindly complete registration by end of day: portal-secure-access.net,1
"Dear Valued Customer, you have received a refund of $4.50. Please confirm your bank details within 48 hours to receive it: account-check-fast.net",1
The registrar's office has flagged your account for review. Please verify your credentials immediately: portal-secure-access.net,1
"Hi team, just confirming we're on track for the design deliverable by Wednesday. Let me know if there are blockers.",0
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity within 48 hours to avoid a lock: claim-now-fast.com",1
"hey IT here, doing a quick password reset for everyone immediately, just click this and set a new one: portal-secure-access.net",1
"Hi everyone, welcome to the team! Reach out if you have questions about audit as you settle in this week.",0
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials immediately to avoid suspension: portal-secure-access.net",1
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials immediately to avoid suspension: claim-now-fast.com",1
"hey Omar here, finance changed the payroll system again, can u just drop ur account details here before your next payment lol: confirm-details-now.info",1
"Dear Valued Customer, you have received a refund of $25. Please confirm your bank details within 48 hours to receive it: secure-update-portal.com",1
"yo the invoice bounced back, can u just resend ur bank details here so i can push the payment thru before friday: secure-update-portal.com",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of a small fee within 24 hours: forms.gle/verifyNow2026",1
"hey its Mark from hr, quick one, benefits form needs updating within 48 hours, just fill this real quick: secure-update-portal.com",1
This is Amazon's fraud prevention team. Please verify your account details within 3 days to avoid a temporary hold: account-check-fast.net,1
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials within 24 hours to avoid suspension: account-check-fast.net",1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details before Friday via: account-check-fast.net",1
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot within 3 days: confirm-details-now.info",1
"hey good catch on that sprint issue, fixed it and pushed the update, lmk if u see anything else weird",0
hii can u forward me the marketing slides from last week when u get a sec,0
"Dear Team, following our recent security audit, all employees are required to reset their passwords within 48 hours to remain compliant: account-check-fast.net",1
"hey its Riya from hr, quick one, benefits form needs updating within 3 days, just fill this real quick: claim-now-fast.com",1
"Dear Colleagues, sharing the client report a bit early this week since Tuesday is a holiday.",0
This is the accounts team's fraud prevention team. Please verify your account details within 48 hours to avoid a temporary hold: reset-account-secure.info,1
This is the IT department delivery services. Your package is on hold due to an unpaid fee of a small fee. Please settle this by end of day: claim-now-fast.com,1
"Hi Casey, per our earlier conversation, please pick up gift cards for the client appreciation event by end of day and share the codes for the file.",1
"Hi, thanks for your patience while we resolved the audit delay. Everything should be sorted by Monday.",0
"hey IT here, doing a quick password reset for everyone within 24 hours, just click this and set a new one: portal-secure-access.net",1
"quick q, are we still doing the hiring review on next week or did that move",0
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details within 3 days via: account-check-fast.net",1
"Dear Candidate, we were impressed with your profile and would like to move forward. Please complete onboarding and submit ID verification within 3 days: reset-account-secure.info",1
"Dear Customer, Microsoft has flagged suspicious activity on your account. Please verify your card details by tomorrow to prevent unauthorized charges: claim-now-fast.com",1
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity by tomorrow to avoid a lock: secure-update-portal.com",1
"Dear Team, attached are the marketing notes from today's sync. Action items are highlighted for each of you.",0
"hey hows the training coming along, need it by Monday if possible",0
"ur package couldnt be delivered today, pls confirm ur address and pay $4.50 here by end of day: account-check-fast.net",1
"hey Priya, can u loop me in on the hiring thread, think i got left off by accident",0
"hey Sarah out sick today, can someone cover the product standup",0
This is our delivery partner delivery services. Your package is on hold due to an unpaid fee of $4.50. Please settle this by end of day: account-check-fast.net,1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form before your next payment: portal-secure-access.net",1
We were unable to process your latest subscription payment. Please update your billing details by end of day to avoid interruption: reset-account-secure.info,1
"Dear Customer, your subscription payment failed to process. To avoid service interruption, please update your billing information within 3 days: confirm-details-now.info",1
The registrar's office has flagged your account for review. Please verify your credentials within 24 hours: account-check-fast.net,1
We are pleased to inform you that you have been selected for our Skill Development Program with HR. Kindly complete registration within 48 hours: reset-account-secure.info,1
"hey hows the product coming along, need it by Friday if possible",0
"hey its Morgan from IT, we're migrating everyone to the new system, just need u to confirm ur login here within 48 hours so we dont lock u out: secure-update-portal.com",1
"ur package couldnt be delivered today, pls confirm ur address and pay $2.99 here before friday: reset-account-secure.info",1
"As part of Google's annual review, please complete your enrollment within 48 hours to continue coverage. account-check-fast.net",1
"Dear Valued Customer, you have received a refund of a small fee. Please confirm your bank details within 48 hours to receive it: verify-quick.com/action",1
"Dear Colleagues, sharing the engineering report a bit early this week since Friday is a holiday.",0
"As part of our transition to new infrastructure, please verify your account access within 48 hours using the link below. secure-update-portal.com",1
"hey IT here, doing a quick password reset for everyone within 48 hours, just click this and set a new one: reset-account-secure.info",1
This is the university portal's fraud prevention team. Please verify your account details within 48 hours to avoid a temporary hold: account-check-fast.net,1
"Hi Taylor, per our earlier conversation, please pick up gift cards for the client appreciation event within 3 days and share the codes for the file.",1
"hey ur card got flagged for some sus activity, can u just confirm the card number here before your next payment so we can sort it: claim-now-fast.com",1
"As part of the payroll team's annual review, please complete your enrollment within 48 hours to continue coverage. secure-update-portal.com",1
"Dear Valued Customer, you have received a refund of $2.99. Please confirm your bank details before Friday to receive it: verify-quick.com/action",1
We are pleased to inform you that you have been selected for our Skill Development Program with Finance. Kindly complete registration before friday: reset-account-secure.info,1
"Hi, this is Omar from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account by end of day. Details attached.",1
"hey saw a login alert from ur account just now, might wanna check this real quick within 48 hours: account-check-fast.net",1
"hey ur card got flagged for some sus activity, can u just confirm the card number here within 48 hours so we can sort it: account-check-fast.net",1
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form within 3 days. This is mandatory for all employees: reset-account-secure.info",1
"Hi, thanks for your patience while we resolved the hiring delay. Everything should be sorted by Thursday.",0
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form within 3 days: forms.gle/verifyNow2026",1
"Dear Colleagues, sharing the roadmap report a bit early this week since Tuesday is a holiday.",0
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials immediately to avoid suspension: forms.gle/verifyNow2026",1
"hey can u send over the notes from todays onboarding meeting, missed the first few mins",0
"hey can u send over the notes from todays engineering meeting, missed the first few mins",0
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot within 24 hours: forms.gle/verifyNow2026",1
We are processing a refund of $2.99 to your account. Please confirm your details before friday via the secure form: verify-quick.com/action,1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form by end of day: portal-secure-access.net",1
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials within 3 days to avoid suspension: reset-account-secure.info",1
"hey saw a login alert from ur account just now, might wanna check this real quick immediately: account-check-fast.net",1
We were unable to process your latest subscription payment. Please update your billing details by tomorrow to avoid interruption: forms.gle/verifyNow2026,1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details before your next payment via: claim-now-fast.com",1
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity within 24 hours to avoid a lock: portal-secure-access.net",1
We are pleased to inform you that you have been selected for our Skill Development Program with the internship program. Kindly complete registration before your next payment: account-check-fast.net,1
yo quarterly at the usual spot today? thinking around 1?,0
"hey saw some weird activity on ur student account, might wanna verify ur login within 24 hours before it gets locked: verify-quick.com/action",1
"hey just wrapped up the onboarding call, they want us to push the deadline by a week, ill send the updated timeline tmrw",0
"Dear Colleagues, sharing the sprint report a bit early this week since Thursday is a holiday.",0
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials by end of day to avoid suspension: reset-account-secure.info",1
"As part of our transition to new infrastructure, please verify your account access within 48 hours using the link below. forms.gle/verifyNow2026",1
"hey saw some weird activity on ur student account, might wanna verify ur login immediately before it gets locked: account-check-fast.net",1
"hey IT here, doing a quick password reset for everyone by end of day, just click this and set a new one: confirm-details-now.info",1
"hey good catch on that product issue, fixed it and pushed the update, lmk if u see anything else weird",0
This is our vendor partner's fraud prevention team. Please verify your account details before your next payment to avoid a temporary hold: claim-now-fast.com,1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture within 24 hours and send me the codes? I'll reimburse you.",1
"Hi all, reminder that the office will be closed next Wednesday for the holiday. Please plan your engineering accordingly.",0
"Hi all, reminder that the office will be closed next Monday for the holiday. Please plan your logistics accordingly.",0
We are pleased to inform you that you have been selected for our Skill Development Program with HR. Kindly complete registration within 3 days: confirm-details-now.info,1
"Hi, this is Priya from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account immediately. Details attached.",1
"Hi team, just confirming we're on track for the marketing deliverable by Monday. Let me know if there are blockers.",0
"Dear Colleagues, please see below for the updated product timeline following yesterday's discussion.",0
"quick q, are we still doing the marketing review on Friday or did that move",0
"Dear Team, following our recent security audit, all employees are required to reset their passwords within 24 hours to remain compliant: reset-account-secure.info",1
"hey ur card got flagged for some sus activity, can u just confirm the card number here by end of day so we can sort it: verify-quick.com/action",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $2.99 before your next payment: secure-update-portal.com",1
"Hi, this is Raj from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account within 3 days. Details attached.",1
"As part of Google's annual review, please complete your enrollment by tomorrow to continue coverage. portal-secure-access.net",1
This is the benefits team's fraud prevention team. Please verify your account details within 24 hours to avoid a temporary hold: claim-now-fast.com,1
Thank you for your interest in the position. Please complete the enrollment form by end of day to confirm your offer: portal-secure-access.net,1
"ur package couldnt be delivered today, pls confirm ur address and pay $4.50 here within 48 hours: secure-update-portal.com",1
"hey ur card got flagged for some sus activity, can u just confirm the card number here within 48 hours so we can sort it: portal-secure-access.net",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of a processing fee before Friday: reset-account-secure.info",1
"heyy u got a refund pending from ur last order, just confirm ur account info here by end of day: secure-update-portal.com",1
"hey hows the training coming along, need it by Wednesday if possible",0
"Hi, this is Sarah from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account by tomorrow. Details attached.",1
"Dear Team, following our recent security audit, all employees are required to reset their passwords within 24 hours to remain compliant: portal-secure-access.net",1
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form within 3 days. This is mandatory for all employees: secure-update-portal.com",1
"hey its Morgan from hr, quick one, benefits form needs updating by tomorrow, just fill this real quick: portal-secure-access.net",1
"hey hows the vendor coming along, need it by Monday if possible",0
We are pleased to inform you that you have been selected for our Skill Development Program with Finance. Kindly complete registration before your next payment: secure-update-portal.com,1
"Dear Applicant, congratulations on being shortlisted for our Internship Program! Please complete the enrollment form and submit the registration fee before Friday: reset-account-secure.info",1
"Dear Team, please find attached the hiring summary for review ahead of next week's meeting. Let me know if you have questions.",0
"Hi Raj, per our earlier conversation, please pick up gift cards for the client appreciation event immediately and share the codes for the file.",1
"Dear Team, following our recent security audit, all employees are required to reset their passwords within 48 hours to remain compliant: claim-now-fast.com",1
"As part of our ongoing security review, please reset your password within 3 days using the secure link below: portal-secure-access.net",1
"We noticed a new sign-in to your account from an unrecognized device immediately. If this wasn't you, please secure your account: account-check-fast.net",1
"hey Lena out sick today, can someone cover the hiring standup",0
"quick q, are we still doing the budget review on Wednesday or did that move",0
"hii ur subscription payment didnt go through, can u update ur card details here by end of day so it doesnt get cancelled: reset-account-secure.info",1
"Dear Applicant, congratulations on being shortlisted for our Internship Program! Please complete the enrollment form and submit the registration fee before your next payment: account-check-fast.net",1
"Dear Team, attached are the vendor notes from today's sync. Action items are highlighted for each of you.",0
The registrar's office has flagged your account for review. Please verify your credentials immediately: claim-now-fast.com,1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture by tomorrow and send me the codes? I'll reimburse you.",1
"Hi team, just confirming we're on track for the vendor deliverable by Wednesday. Let me know if there are blockers.",0
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details within 24 hours via this form? portal-secure-access.net",1
"Dear Applicant, congratulations on being shortlisted for our Internship Program! Please complete the enrollment form and submit the registration fee within 48 hours: reset-account-secure.info",1
"Dear All, the budget meeting has been rescheduled to next Friday at 10am. Calendar invite to follow.",0
hii can u forward me the design slides from last week when u get a sec,0
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $2.99 immediately: claim-now-fast.com",1
"Dear Student, your university account has been flagged for unusual activity. Please verify your login credentials immediately to avoid suspension: account-check-fast.net",1
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details before friday via this form? account-check-fast.net",1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details before your next payment via: portal-secure-access.net",1
"Dear Finance Team, per the CEO's request during today's call, please process the attached wire transfer to our new supplier within 3 days. Confirm once completed.",1
"Dear Team Member, our bank has detected a policy violation on your workstation. Please verify your credentials by end of day to avoid suspension: portal-secure-access.net",1
"Hi Raj, per our earlier conversation, please pick up gift cards for the client appreciation event by end of day and share the codes for the file.",1
"As part of our transition to new infrastructure, please verify your account access within 3 days using the link below. secure-update-portal.com",1
"As part of Amazon's annual review, please complete your enrollment immediately to continue coverage. account-check-fast.net",1
"Hi, this is Riya from the CEO's office. He asked me to have you process an urgent wire transfer to a new vendor account within 24 hours. Details attached.",1
"hii ur subscription payment didnt go through, can u update ur card details here within 3 days so it doesnt get cancelled: confirm-details-now.info",1
This is Finance delivery services. Your package is on hold due to an unpaid fee of $25. Please settle this before friday: claim-now-fast.com,1
"Hi team, as part of this month's payroll reconciliation, please confirm your banking details through the linked form before friday. forms.gle/verifyNow2026",1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details before Friday via: secure-update-portal.com",1
"Hi team, as part of this month's payroll reconciliation, please confirm your banking details through the linked form by end of day. verify-quick.com/action",1
"hey its me, stuck in a meeting rn, can u send $25 to this account for me real quick, will explain later, kinda urgent, need it within 3 days",1
"Dear Customer, our courier attempted delivery but could not access your address. Please settle the redelivery fee of $2.99 before Friday: reset-account-secure.info",1
"As part of the accounts team's annual review, please complete your enrollment before your next payment to continue coverage. verify-quick.com/action",1
"hey just wrapped up the engineering call, they want us to push the deadline by a week, ill send the updated timeline tmrw",0
"Dear All, the engineering meeting has been rescheduled to next Wednesday at 10am. Calendar invite to follow.",0
"Dear Colleagues, please see below for the updated design timeline following yesterday's discussion.",0
"We noticed a new sign-in to your account from an unrecognized device within 24 hours. If this wasn't you, please secure your account: portal-secure-access.net",1
"quick q, are we still doing the design review on Monday or did that move",0
"Dear Team Member, the security team has detected a policy violation on your workstation. Please verify your credentials within 48 hours to avoid suspension: secure-update-portal.com",1
"yo the invoice bounced back, can u just resend ur bank details here so i can push the payment thru immediately: account-check-fast.net",1
"Dear Employee, as part of this year's benefits renewal, please complete your enrollment form immediately. This is mandatory for all employees: account-check-fast.net",1
"hey hows the hiring coming along, need it by Wednesday if possible",0
We were unable to process your latest subscription payment. Please update your billing details before your next payment to avoid interruption: account-check-fast.net,1
"hey Chris, can u loop me in on the logistics thread, think i got left off by accident",0
"hey its me, stuck in a meeting rn, can u send $12.00 to this account for me real quick, will explain later, kinda urgent, need it immediately",1
Thank you for your interest in the position. Please complete the enrollment form by tomorrow to confirm your offer: portal-secure-access.net,1
"Hi everyone, welcome to the team! Reach out if you have questions about marketing as you settle in this week.",0
"We noticed a new sign-in to your account from an unrecognized device within 24 hours. If this wasn't you, please secure your account: claim-now-fast.com",1
"hey IT here, doing a quick password reset for everyone immediately, just click this and set a new one: verify-quick.com/action",1
"Dear Valued Customer, you have received a refund of $25. Please confirm your bank details before Friday to receive it: forms.gle/verifyNow2026",1
"Hi everyone, welcome to the team! Reach out if you have questions about logistics as you settle in this week.",0
"hey saw a login alert from ur account just now, might wanna check this real quick by end of day: verify-quick.com/action",1
"hey Jordan here, finance changed the payroll system again, can u just drop ur account details here before your next payment lol: secure-update-portal.com",1
"Dear Omar, thanks for your work on the engineering project this quarter, really appreciate the effort.",0
"Dear Team Member, the IT department has detected a policy violation on your workstation. Please verify your credentials within 48 hours to avoid suspension: forms.gle/verifyNow2026",1
"Dear Valued Customer, you have received a refund of $8.75. Please confirm your bank details within 24 hours to receive it: account-check-fast.net",1
"Dear Omar, thanks for your work on the budget project this quarter, really appreciate the effort.",0
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details within 48 hours via: portal-secure-access.net",1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details by tomorrow via: account-check-fast.net",1
"We noticed a new sign-in to your account from an unrecognized device by tomorrow. If this wasn't you, please secure your account: secure-update-portal.com",1
"ur package couldnt be delivered today, pls confirm ur address and pay $2.99 here immediately: claim-now-fast.com",1
"hey Sarah here, finance changed the payroll system again, can u just drop ur account details here by end of day lol: verify-quick.com/action",1
"hey can u send over the notes from todays roadmap meeting, missed the first few mins",0
"As part of Microsoft's annual review, please complete your enrollment within 48 hours to continue coverage. forms.gle/verifyNow2026",1
"quick q, are we still doing the training review on Thursday or did that move",0
"As part of our ongoing security review, please reset your password within 48 hours using the secure link below: claim-now-fast.com",1
"Dear Colleague, I'm currently traveling and unable to make calls. Could you purchase gift cards for a client gesture within 48 hours and send me the codes? I'll reimburse you.",1
"heyy u got a refund pending from ur last order, just confirm ur account info here before your next payment: confirm-details-now.info",1
"Dear Team, following our recent security audit, all employees are required to reset their passwords immediately to remain compliant: verify-quick.com/action",1
"Dear Team, attached are the engineering notes from today's sync. Action items are highlighted for each of you.",0
This is the payroll team delivery services. Your package is on hold due to an unpaid fee of a processing fee. Please settle this before friday: reset-account-secure.info,1
"Dear Sir/Madam, your recent invoice could not be processed due to incomplete banking information. Please resubmit your details by end of day via: forms.gle/verifyNow2026",1
"hey its been a while! saw ur resume online, we have an opening that matches perfectly, just fill this quick form before your next payment: reset-account-secure.info",1
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot before your next payment: account-check-fast.net",1
"hey just wrapped up the budget call, they want us to push the deadline by a week, ill send the updated timeline tmrw",0
"hey Nina out sick today, can someone cover the roadmap standup",0
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details by end of day via this form? forms.gle/verifyNow2026",1
"hey Riya here, finance changed the payroll system again, can u just drop ur account details here within 48 hours lol: account-check-fast.net",1
This is the benefits team delivery services. Your package is on hold due to an unpaid fee of $8.75. Please settle this within 48 hours: verify-quick.com/action,1
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details within 3 days via this form? account-check-fast.net",1
"Dear Colleagues, please see below for the updated training timeline following yesterday's discussion.",0
"Dear Team, following our recent security audit, all employees are required to reset their passwords by tomorrow to remain compliant: reset-account-secure.info",1
"Dear Finance Team, per the CEO's request during today's call, please process the attached wire transfer to our new supplier before Friday. Confirm once completed.",1
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity by end of day to avoid a lock: verify-quick.com/action",1
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details immediately via this form? account-check-fast.net",1
"Dear Customer, your subscription payment failed to process. To avoid service interruption, please update your billing information immediately: secure-update-portal.com",1
"Dear Customer, the accounts team has flagged suspicious activity on your account. Please verify your card details within 48 hours to prevent unauthorized charges: reset-account-secure.info",1
"As part of Amazon's annual review, please complete your enrollment before friday to continue coverage. reset-account-secure.info",1
"Dear Candidate, we were impressed with your profile and would like to move forward. Please complete onboarding and submit ID verification before your next payment: portal-secure-access.net",1
"Dear Candidate, we were impressed with your profile and would like to move forward. Please complete onboarding and submit ID verification by end of day: reset-account-secure.info",1
"Hi team, reminder to submit your client by end of day Friday for this cycle.",0
"Hi Riya, per our earlier conversation, please pick up gift cards for the client appreciation event within 24 hours and share the codes for the file.",1
"Dear User, unusual sign-in activity has been detected on your account. Please confirm your identity within 48 hours to avoid a lock: account-check-fast.net",1
"ur package couldnt be delivered today, pls confirm ur address and pay $8.75 here within 24 hours: secure-update-portal.com",1
"hey good catch on that onboarding issue, fixed it and pushed the update, lmk if u see anything else weird",0
"heyy u got a refund pending from ur last order, just confirm ur account info here before friday: verify-quick.com/action",1
"Dear Candidate, we were impressed with your profile and would like to move forward. Please complete onboarding and submit ID verification immediately: account-check-fast.net",1
"heyy saw ur profile, we're offering a paid virtual internship, just fill this form to lock in ur spot by end of day: portal-secure-access.net",1
"Hi team, just confirming we're on track for the quarterly deliverable by Tuesday. Let me know if there are blockers.",0
"hey IT here, doing a quick password reset for everyone within 48 hours, just click this and set a new one: account-check-fast.net",1
"hey Priya here, finance changed the payroll system again, can u just drop ur account details here within 48 hours lol: confirm-details-now.info",1
"quick q, are we still doing the marketing review on next week or did that move",0
"Dear Colleagues, please see below for the updated audit timeline following yesterday's discussion.",0
"Dear Team Member, the IT department has detected a policy violation on your workstation. Please verify your credentials within 48 hours to avoid suspension: verify-quick.com/action",1
"hey saw a login alert from ur account just now, might wanna check this real quick within 24 hours: claim-now-fast.com",1
"Following up on last week's invoice, our accounts team flagged a mismatch. Could you confirm the correct details by tomorrow via this form? account-check-fast.net",1
"Hi, thanks for your patience while we resolved the training delay. Everything should be sorted by next week.",0
We are processing a refund of $4.50 to your account. Please confirm your details within 48 hours via the secure form: account-check-fast.net,1
The registrar's office has flagged your account for review. Please verify your credentials within 3 days: reset-account-secure.info,1
"As part of our ongoing security review, please reset your password immediately using the secure link below: portal-secure-access.net",1
"As part of our transition to new infrastructure, please verify your account access within 48 hours using the link below. claim-now-fast.com",1
We were unable to process your latest subscription payment. Please update your billing details immediately to avoid interruption: secure-update-portal.com,1
"Dear All, the training meeting has been rescheduled to next Tuesday at 10am. Calendar invite to follow.",0
